name,xcoord,ycoord,,
Everest Bank Limited,81.118135,28.5283261,,
+ACI-Nepal SBI Bank, Bargachhi Branch, Biratnagar+ACI-,87.2765155,26.4733228,,
 ,85.3157522,27.6754915,,
Laxmi Bank Limited,85.3214236,27.6680635,,
Bank of Kathmandu Lumbini Ltd,85.2699746,27.6881449,,
Godawari Saving +ACY- Credit Co+AC0-operative Ltd,85.3710006,27.5984028,,
Utsaha Saving +ACY- Credit cooperative Ltd,85.370574,27.598332,,
Rastriya Banijya Bank,80.9447715,29.2519565,,
Laxmi Bank ATM,85.3040068,27.7159015,,
Fewa Bikash Bank Limited,84.0575666,28.1627485,,
Everest Bank Limited,84.0568169,28.1628795,,
Fewa Bikash Bank Limited,83.957311,28.2129979,,
Garima Bikash Bank Limited,83.9843423,28.2109994,,
Kumari Bank Limited,83.9875073,28.2232795,,
Kailash Bikash Bank Limited,83.9570192,28.2120896,,
Machhapuchchre Bank Limited,83.9571384,28.2087844,,
Shangri+AC0-la Development Bank,83.9953096,28.2012173,,
Sunrise Bank Limited,83.9575565,28.2082645,,
Lumbini Bikash Bank,83.9950012,28.2025814,,
 ,85.3126396,27.670213,,
 ,85.3350099,27.6881522,,
Everest Bank,85.3418088,27.7042787,,
 ,85.3276556,27.7081539,,
 ,80.5695536,28.7412987,,
 ,80.5688784,28.7038191,,
 ,80.56934,28.7437701,,
 ,80.5685142,28.7402352,,
 ,80.5669565,28.7406314,,
 ,85.2734881,27.8708645,,
 ,84.4207495,27.6967975,,
 ,84.4402735,27.6941283,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4b9c,85.3245324,27.711461,
 ,85.3143299,27.7090615,,
 ,85.3232163,27.7011695,,
 ,85.3252886,27.70155,,
 ,85.3189443,27.7111846,,
Prabhu Money Transfer,85.3243169,27.6581353,,
 ,85.349035,27.6792503,,
 ,85.3163251,27.6799248,,
Nepal Investment Bank Limited,85.3163013,27.6798903,,
 ,84.4402163,27.6940839,,
 ,84.4402208,27.6941183,,
Nepal SBI Bank,85.3155919,27.715767,,
 ,80.5702246,28.7233994,,
 ,84.5136682,28.0904988,,
 ,84.4755862,28.0777194,,
 ,84.4757074,28.0773328,,
+//0A4P/9AKT//QCv//0A4P/9AKT//QCc//0A4P/9AKX//QCN//0A4P/9AKT//QCe//0A4P/9AKX//QCH//0A4P/9AKT//QC2//0A4P/9AKX//QCN//0A4P/9AKT//QC1//0A4P/9AKT//QCw//0A4P/9AKX//QCA- +//0A4P/9AKT//QCs//0A4P/9AKT//QCa//0A4P/9AKT//QCk- +//0A4P/9AKT//QCk//0A4P/9AKT//QCl//0A4P/9AKT//QC+- +//0A4P/9AKT//QCL//0A4P/9AKT//QCj- +//0A4P/9AKT//QC4//0A4P/9AKT//QC5//0A4P/9AKT//QCV//0A4P/9AKT//QC+//0A4P/9AKT//QCw//0A4P/9AKX//QCA- +//0A4P/9AKT//QC4//0A4P/9AKT//QCC//0A4P/9AKT//QC4//0A4P/9AKX//QCN//0A4P/9AKT//QCl//0A4P/9AKT//QC+-,85.3849283,27.7378856,,
 ,85.3980129,27.7401326,,
 ,85.3993622,27.7405279,,
 ,84.4697676,28.0838406,,
 ,84.4641114,28.0936546,,
 ,84.4643306,28.0944111,,
 ,84.466351,28.0952305,,
 ,84.4723424,28.097122,,
 ,84.4789932,28.0974779,,
 ,84.4839738,28.0958488,,
 ,84.4913298,28.0932651,,
 ,84.4911931,28.0929464,,
 ,84.4940432,28.0916836,,
 ,84.4960073,28.0941966,,
 ,84.4962289,28.0946419,,
 ,84.491428,28.0907111,,
 ,84.495385,28.0936048,,
 ,84.4905669,28.0932351,,
 ,84.4833615,28.0954821,,
 ,84.472724,28.0961991,,
 ,84.4686065,28.0957814,,
 ,84.4679767,28.0960202,,
 ,84.4678746,28.0954019,,
 ,84.4637858,28.0947004,,
 ,84.4634885,28.0959082,,
 ,84.4705118,28.0828351,,
 ,84.4701784,28.082717,,
 ,84.4673687,28.0959483,,
 ,84.4689933,28.09669,,
 ,84.4764957,28.09781,,
 ,84.4946414,28.0947036,,
 ,84.4923382,28.0930754,,
 ,84.4727266,28.0959597,,
 ,84.472148,28.0966306,,
 ,84.4696938,28.0956127,,
 ,84.467564,28.0955425,,
 ,84.4642106,28.096663,,
 ,84.4625809,28.0983025,,
 ,84.4630868,28.098934,,
 ,84.4632416,28.0999445,,
 ,84.4600118,28.0992334,,
 ,84.4643593,28.0972765,,
 ,84.4654488,28.0954741,,
 ,84.473288,28.082173,,
 ,84.473037,28.0802792,,
 ,84.4815398,28.0684567,,
 ,84.4788982,28.0738781,,
 ,84.4788569,28.0743587,,
 ,84.5097044,28.1035508,,
 ,84.5088851,28.1038246,,
 ,84.50875,28.1040375,,
 ,84.507067,28.1031266,,
 ,84.5071212,28.1038512,,
 ,84.5065334,28.1033284,,
 ,84.4727791,28.0819207,,
 ,84.4658864,28.0906761,,
 ,84.462974,28.0999544,,
 ,84.4625102,28.0999171,,
 ,84.4558459,28.0960873,,
 ,84.4642473,28.0968896,,
 ,84.4775394,28.0763261,,
 ,84.4814359,28.0704044,,
 ,84.4816556,28.0700473,,
 ,84.4812696,28.06918,,
 ,84.5080261,28.1043645,,
 ,84.5056368,28.1021279,,
 ,84.4641616,28.0971328,,
 ,84.4644759,28.0914214,,
 ,84.5080872,28.1037747,,
 ,84.4714172,28.0821107,,
 ,84.4790026,28.0746647,,
 ,84.5077635,28.1034773,,
 ,84.5073448,28.1036042,,
Laxmi Bank Limited,85.3088908,27.6704174,,
Laxmi Bank Limited,85.3088882,27.6704041,,
 ,82.1939877,28.3645025,,
 ,85.538939,27.6174544,,
Nepal Rastriya Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4bf9,87.2892921,26.4589612,
Rastriya Banijya Bank,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4bfa,87.2862833,26.4584826,
Maga Bank Limited,85.3121341,27.6715181,,
Ikhuti Saving and Credit Co+AC0-operative,85.3079926,27.6750612,,
 ,85.3090684,27.7026377,,
Nabil Bank Atm,85.3149372,27.7099194,,
 ,84.64457,27.6014533,,
 ,84.6441601,27.6014732,,
 ,84.6072663,27.6070728,,
 ,84.6074342,27.6070128,,
Tourism Development Bank,85.2836086,27.6935982,,
Kumari Bank,85.3491176,27.6820413,,
 ,84.4112247,28.1277786,,
civil bank,85.359081,27.7284262,,
NMB Bank,85.3450581,27.6859223,,
Setimadi Cooperative,83.9838849,28.2434925,,
Janata Bank,85.3046322,27.7360198,,
Samsara Remit,85.3047113,27.7359925,,
Laxmi Bank Limited,85.3468344,27.7295898,,
 ,85.3467988,27.7295661,,
 ,85.4231039,27.6657054,,
 ,85.3328864,27.6825686,,
 ,85.331431,27.680985,,
 ,85.3314501,27.6809755,,
Nepal SBI Bank ATM,85.3090968,27.7027753,,
 ,84.6234053,27.8714886,,
 ,85.3284031,27.6971885,,
 ,85.3262777,27.7148095,,
 ,85.32648,27.7164034,,
 ,85.3327477,27.6890469,,
 ,85.3211906,27.7134539,,
 ,85.3314836,27.6887855,,
 ,84.4282835,27.6854372,,
 ,85.3116965,27.7037589,,
 ,81.6149865,28.592511,,
Shuva Saugat Saving +ACY- Cooperative,84.0131746,28.1811393,,
 ,85.3250467,27.641934,,
 ,85.3156777,27.6755702,,
 ,85.3157855,27.6754786,,
Prabhu Transfer,85.4052975,27.7275899,,
Western Union Monery Transfer,85.4052828,27.7276035,,
Kumari Bank,85.4042602,27.7262953,,
 ,85.5480873,27.6170499,,
 ,81.6372923,28.0730215,,
Agriculture Development Bank Limited,83.9881917,28.2117171,,
Machhapuchchhre Bank Limited,83.9880319,28.2113069,,
Aadhunik Agricultural Cooperative,84.0224075,28.1683479,,
Majheri Saving +ACY- Credit Cooperative,84.0241335,28.1825365,,
 ,85.3197596,27.6921862,,
 ,85.5542211,27.6172067,,
 ,84.2667437,27.974995,,
Nirdhan Uthan bank,85.0968331,27.6352711,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4c2d,88.0989272,26.6736417,
Rastriya Banijya Bank,85.3571316,27.7010541,,
 ,85.3571247,27.7009753,,
 ,85.3112102,27.7207892,,
Prabhu Money Transfer / Western Union Office,85.1658216,27.645622,,
Srijana Mahila Bachat Tatha Rin Sahakari Sastha,85.1512041,27.6200583,,
Maihila sahayatra Micro Finance,85.1675652,27.6470092,,
Mahalaxmi Bikas Bank,85.3172163,27.7107787,,
Prabhu Bank,85.317203,27.7106602,,
Kumari Bank,85.3173307,27.7109286,,
 ,85.3871925,27.6754087,,
SBI Bank,85.3172391,27.7105202,,
NIC asia bank,87.7658398,27.1463209,,
machapuchre bank,87.7657132,27.1454345,,
Tinau Development Bank,83.4645961,27.6672885,,
Shree Lamachaur Mahila Cooperative,83.9666082,28.2651969,,
Bhawana Community Agriculture,83.9561697,28.2442203,,
MEGA Bank,85.3107802,27.6946414,,
MEGA Bank ATM,85.3108274,27.6946899,,
 ,85.9271124,26.6877707,,
Janata Bank Nepal Limited,84.0643928,28.1507962,,
Nabil Bank,83.9573092,28.2089663,,
Mega Bank,83.9573247,28.2089259,,
 ,86.1790547,27.4267693,,
 ,86.1791683,27.426681,,
 ,85.2831834,27.6928576,,
 ,85.3228398,27.7061357,,
Ramkot Saving +ACY- Credit Cooperative Ltd,84.8839039,27.9101372,,
Prime Commercial Bank,85.3088519,27.7188829,,
 ,86.3808825,27.0720476,,
Maneshwori Saving +ACY- Credit Co+AC0-Operative,85.3176641,27.6900299,,
 ,85.4019954,27.6700414,,
Hamal Cooperative Finance,84.0572744,28.1659343,,
 ,87.2851651,26.8153311,,
 ,87.2773801,26.4542888,,
 ,87.2684898,26.8123954,,
 ,87.2851621,26.8153056,,
 ,85.366981,27.6931583,,
 ,81.3446969,28.2050884,,
 ,85.3565988,27.7197495,,
 ,85.3566497,27.7197878,,
NMB Bank,85.3179861,27.6907549,,
 ,81.3434411,28.2069779,,
 ,84.568972,27.6120904,,
krishi bikash bank ltd,85.3719148,27.7213836,,
Nepal bangladesh bank ltd,85.3719148,27.7216521,,
 ,85.311298,27.7145944,,
OM Development Bank,84.0729387,28.053825,,
Gandaki Bikash Bank Limited,84.5610697,27.856475,,
Global IME Bank,84.4094348,27.9637834,,
Rastriya Banijya Bank,84.892974,27.9114033,,
Chhimek Lagubitta Bikas Bank,84.8920662,27.9114614,,
Kamana Sewa Bikash Bank Ltd,84.8868953,27.9117414,,
Sanima Bank Ltd,84.8919099,27.9114919,,
Muktinath Bikash Bank Ltd,84.8908707,27.9116359,,
Muktinath Bank Limited,84.8845411,27.910909,,
Sahara Women Saving and Co+AC0-operative Ltd.,84.8869607,27.9117273,,
Civil Bank Ltd,84.8882464,27.9114209,,
Kopila Saving +ACY- Credit Cooperative,83.9850987,28.224483,,
Madhu Saving +ACY- Credit Cooperative,83.9880578,28.2236727,,
Kolpatan Saving and Credit Cooperative,83.9963707,28.1938423,,
Nawa Siddhartha Mahila Saving +ACY- Credit Cooperative,83.9846782,28.223761,,
Purano Dhara Saving +ACY- Credit Cooperative,83.9994632,28.2184478,,
Shree Chahuthe Krishi Sahakari,84.023113,28.1915684,,
Om Development Bank,84.0495974,28.1753922,,
Birat Krishi Sahakari,84.0559056,28.1695621,,
Xetrasakti Saving +ACY- Credit Cooperative,84.0568585,28.1626652,,
Lekhnath Samudayik Krishi Sahakari,84.0570288,28.1644274,,
Prime Multipurpose Cooperative,84.0572347,28.1634411,,
Chhimeki Laghubitta Bikas Bank,84.0572166,28.1634975,,
Gandaki Bikash Bank Limited,84.0575052,28.1627207,,
Bihani Saving +ACY- Credit Cooperative,84.0574184,28.1625635,,
Talchowk Krishi Sahakari,84.0587126,28.1628106,,
Shree Chandradevi Multipurpose Cooperative,84.0690066,28.1642379,,
Lekhnath Saving +ACY- Credit Cooperative,84.0879191,28.16352,,
 ,85.3265806,27.7151303,,
United Nepal Multipurpose Cooperative,83.9929388,28.2067482,,
Shanipatan Saving +ACY- Credit Cooperative,83.968235,28.2058654,,
Everest Bank Limited,84.8930472,27.9111184,,
Mega Bank Ltd,84.8917421,27.9113246,,
Himalayan Bank Ltd,84.8918612,27.911313,,
 ,85.3976779,27.7156442,,
Ujwal Saving +ACY- Credit Cooperative,83.9860534,28.2183094,,
 ,85.3178554,27.6907906,,
 ,87.7028216,26.67074,,
 ,81.8207509,29.9729462,,
 ,87.1647657,26.8179532,,
 ,85.306304,27.717804,,
 ,85.3317472,27.6669525,,
 ,85.3062059,27.6695522,,
 ,85.5243585,27.6301891,,
 ,85.3336293,27.7114512,,
 ,83.1546196,27.5403688,,
 ,83.1254325,27.9725805,,
 ,83.0806653,27.8587214,,
 ,83.1264256,27.9751071,,
 ,83.1269033,27.9755981,,
 ,83.126251,27.9731048,,
 ,83.1262084,27.9730231,,
 ,83.1262511,27.9735583,,
 ,83.125856,27.9732618,,
 ,83.1260977,27.973713,,
 ,83.1271981,27.9762761,,
 ,83.1262018,27.9729926,,
 ,83.1262961,27.9732444,,
 ,83.1263783,27.97376,,
 ,83.1250554,27.9727429,,
 ,88.1685474,26.6420214,,
 ,86.0776802,27.677866,,
 ,85.3260196,27.7524865,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4c9b,85.5237694,27.6303251,
 ,85.528266,27.6287948,,
 ,85.5237897,27.6302725,,
 ,85.523888,27.630231,,
Union Finance Limited,85.3268866,27.7151416,,
Deprosc Laghubitta Bikash Bank Limited,84.8912669,27.9114377,,
 ,84.8908815,27.9116111,,
 ,84.891919,27.9114537,,
 ,84.8917591,27.9113327,,
 ,84.8918382,27.9112786,,
 ,84.8929705,27.9113716,,
Gorkha Finance,83.9867519,28.2243563,,
Ramdarshi Saving +ACY- Credit Cooperative,83.9823075,28.2321159,,
Sirjanshil Swawalamban Krishi Sahakari,83.98901,28.2300673,,
Sayapatri Saving +ACY- Credit Cooperative,83.9972568,28.2204479,,
 ,81.6156738,28.595052,,
Toda Saving +ACY- Credit Cooperative,83.9965973,28.2206768,,
 ,85.3196507,27.7081502,,
 ,87.7001466,26.6619883,,
 ,86.0728939,27.6790666,,
Muktinath Bikash Bank,84.4099358,27.962065,,
OM Development Bank,84.4093087,27.9631202,,
Lamiswora Mahila Bachat Sahakari,84.8979302,27.9217502,,
Randevi Krishi Sahakari Satha Pra Limited,84.8903739,27.9173839,,
 ,85.319856,27.6710741,,
 ,87.271661,26.8230424,,
Mahalaxmi Bikash Bank,84.8894467,27.9113233,,
IME,84.8966226,27.9106991,,
Agricultural Development Bank LTD,84.8962095,27.9104751,,
Nepal Bank Limited,84.4098672,27.9621786,,
Hamro Shaving And Credit Cooperative,84.4098988,27.9621094,,
 ,85.357648,27.7247181,,
 ,85.3057961,27.7202484,,
NilKantha Mahila Sahakari,84.8939645,27.9114018,,
Uthog Badijye Tatha Rid Sahakari Sastha,84.898999,27.9098055,,
 ,85.324555,27.7474019,,
Shree Karmachari Kalyaan Bahuudessiye Sahakari Sastha Ltd,84.8928413,27.9117165,,
 ,85.5231774,27.6300282,,
 ,85.3662879,27.7209453,,
Himalayan Bank,80.5761752,28.7044569,,
 ,84.8930506,27.91115,,
 ,84.8882528,27.911409,,
Shree Surya Daya Krishi Sahakari Sastha,84.8988609,27.9192753,,
NMB Development Bank,83.9863529,28.2242019,,
 ,81.6146649,28.5968609,,
State Bank of India,87.8855994,26.8817546,,
 ,85.2711464,26.7659894,,
 ,86.2080576,26.6542791,,
Shuvechya Saving +ACY- Credit Cooperative,83.9864716,28.2297486,,
Karuna Saving +ACY- Credit Cooperative,83.9859694,28.2351829,,
Shree Manakamana Mahila Bikas Sahakari,83.9869249,28.2366161,,
 ,86.7447518,26.5419188,,
 ,83.5435893,27.8438269,,
 ,85.3109169,27.7163082,,
 ,85.3265657,27.6958756,,
 ,85.3356408,27.6883589,,
 ,85.3267134,27.6959053,,
 ,85.3285347,27.6929235,,
 ,85.3265743,27.6959155,,
 ,87.2743643,26.7037454,,
 ,87.2717843,26.6639235,,
 ,86.3706012,26.9624442,,
 ,85.5529249,27.6206662,,
 ,85.5568394,27.6168732,,
 ,85.3266089,27.6958818,,
 ,85.3108388,27.7162699,,
North Face Money Exchange,85.3135686,27.7141469,,
 ,84.875086,27.0104518,,
 ,85.0310478,27.4294722,,
 ,85.3395829,27.6835906,,
 ,85.3577443,27.719842,,
Lumbini Bikash Bank,83.9771916,28.2571987,,
 ,87.2742759,26.6643557,,
 ,87.2748392,26.6632235,,
 ,87.2743254,26.6635395,,
 ,87.2750562,26.6635757,,
 ,87.2751574,26.6639748,,
 ,87.2750356,26.6647949,,
 ,87.2767332,26.6646467,,
Prabhu Bank,85.3539043,27.7008824,,
Sana Kisan Sahakari,84.0888655,28.1674509,,
Lekhnath Saving +ACY- Credit Cooperative,84.0496127,28.1753729,,
Macchapucchre Sahakari,84.0556215,28.170353,,
Chayawan Saving +ACY- Credit Cooperative,84.115008,28.1657492,,
Nepal Bangladesh Bank Limited,84.0395147,28.1822958,,
 ,87.2744748,26.6651802,,
 ,87.2737745,26.6635039,,
 ,85.3168251,27.7107636,,
 ,85.3577721,27.7198851,,
Prabuh Bank,83.8631755,28.8157928,,
Nepal Investment Bank ATM,85.92811,26.7355,,
Siddhartha Bank Limited,83.9883445,28.2241516,,
 ,84.5494475,27.61565,,
 ,83.7227071,28.7820347,,
Nepal investment bank,85.3648344,27.6742201,,
 ,85.3855055,27.6730194,,
NIC Asia bank,85.3461057,27.7509621,,
 ,85.3087986,27.7024618,,
 ,85.3087887,27.7024357,,
 ,85.3087537,27.7024574,,
+ACI-Nepal Bangladesh Bank, Sangranti Bazar+ACI-,87.6510514,27.2215705,,
 ,87.2578624,26.3935272,,
 ,85.3027684,27.7365118,,
 ,85.4318493,27.6724382,,
IME CENTER,84.4237325,27.6930382,,
Investment Bank Ltd,84.8885089,27.9117906,,
Kalaa Inteshan,84.9008457,27.9086393,,
 ,81.1211573,28.5280492,,
 ,85.3206278,27.6491103,,
Nepal Investment Bank,85.538939,27.6174544,,
 ,84.8930988,27.9113337,,
Parbu Bank Ltd,84.8930928,27.9113633,,
NIC Bank Ltd,84.893532,27.911246,,
 ,85.9267406,26.7289111,,
 ,85.3289857,27.6902792,,
 ,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4d0e,85.317466,27.6718589,
Janta bank,85.3381488,27.687481,,
 ,85.3092955,27.7154195,,
 ,85.5282627,27.6293032,,
 ,85.3183312,27.6365554,,
Prabhu Bank,85.3338384,27.6674432,,
 ,85.3338548,27.6675647,,
 ,84.3008161,28.127955,,
Shree Newa Krishi Sahakari Sanstha Ltd.,85.2533001,27.7814314,,
 ,84.2630928,27.6878225,,
 ,84.263399,27.6878525,,
 ,84.2633064,27.6873126,,
 ,84.4381997,28.1403578,,
 ,84.4103499,28.1292745,,
 ,85.3047972,27.7356562,,
NMB Bank Limited,81.6213777,28.0621111,,
Lumbin Bikash Bank,81.6214521,28.062214,,
Nepal SBI Bank,81.6214106,28.062167,,
 ,85.3238762,27.6921652,,
 ,84.2704783,27.6874081,,
 ,84.3146855,27.6490422,,
Nepal Bank,84.2676709,27.9749014,,
Rastriya Banijya Bank,83.7384506,28.2718775,,
 ,85.2775624,26.7637207,,
 ,85.2775709,26.7639845,,
 ,81.6314931,28.06477,,
Shree kirshi Aabod Sahakari Sanstha Ltd.,81.6201621,28.0671344,,
Mahatab Bahudesya Sahakari Santha,81.6028123,28.0222381,,
 ,81.6178514,28.0598596,,
Nepal Gramid Bikash Bank Ltd,81.6611597,28.0978398,,
IME,81.662288,28.0974664,,
Western Development Bank Limited,81.6284434,28.0641949,,
 ,85.3181722,27.9007153,,
 ,84.0298782,27.9764557,,
Parbhu Money Transfer,81.62281,28.0640383,,
Nepal Bangladesh Bank,81.6249039,28.0660027,,
Nirdhan Uthaan Bank ltd,81.6637775,28.0966429,,
Shangrila Development Bank Ltd,81.6624331,28.0973764,,
 ,83.8957575,27.8614569,,
 ,84.1789696,27.6665223,,
 ,85.5530456,27.6207079,,
Global IME Bank,81.6320547,28.0718666,,
Nirdhan Uthan Bank Limited,81.6127673,28.0541294,,
Nepal SBI Bank Ltd,81.6230334,28.0643665,,
 ,81.6255294,28.0659345,,
kanchal Money Exachanger,81.6260196,28.0664174,,
Jyoti Bikas Bank Ltd,81.6226267,28.0639221,,
Mahalaxmi Bikas Bank Ltd.,81.6224266,28.0637333,,
Goodwill Finance Ltd,81.6229826,28.0637032,,
Bheri Sahakari Beteya Saktha Ltd,81.622354,28.063072,,
 ,85.2986585,27.6933939,,
NIC ASIA Bank Ltd,81.6250739,28.0655753,,
Laxmi Bank Ltd,81.6250089,28.0654954,,
 ,81.6250021,28.0654712,,
Everest Bank ltd,81.6249056,28.0653085,,
Nepal Bank ltd,81.624743,28.0652635,,
Manjushree Finance ltd,81.6245054,28.0650268,,
TASKAR Saving and credit cooprative ltd,81.6230779,28.0637746,,
Prabas Money Transfer,85.3326096,27.6730935,,
United Finance Ltd,81.6253466,28.0657107,,
 ,85.3216281,27.6674737,,
Himalayan Bank,81.6282788,28.0684084,,
Sangrila Development Bank ltd,81.627675,28.0678823,,
synergy finance ltd bank,81.6278239,28.0679995,,
Nepal Bank Limited,81.6275758,28.0632114,,
Chetan Bahu Udeshya Sahakari Sanstha,81.6306415,28.0611925,,
City Express Money Transfer,81.622446,28.0637736,,
 ,81.6660547,28.0998253,,
Siddhartha Bank,81.6661325,28.0997779,,
Shubham Money Transfer,81.6625397,28.097639,,
Sana Kisan Bikas Bank,81.621522,28.0651712,,
 ,85.3350699,27.7122698,,
Pravhu Money Transfer,81.6403437,28.0591256,,
Prahbu Money Transfer,81.610297,28.0350847,,
Gupta Money Changer,81.6234458,28.0576049,,
Shuvalav Money Changer,81.6228624,28.0566059,,
 ,85.3577389,27.7244126,,
Standard Chartered Bank,81.6141567,28.0495585,,
 ,83.545912,27.8670893,,
 ,83.5459235,27.8669889,,
Kawor Many Transfer NPj Banke,81.6350672,28.0596658,,
 ,85.0679682,27.3978868,,
Saino Bahu Udshya Sahakari Sanstha Ltd,81.634378,28.0738908,,
 ,88.0994225,26.6675253,,
Shangrila Development Bank,81.6244825,28.057254,,
Nic Asia Bank,81.6240735,28.0574971,,
Global IME Bank,81.6237697,28.0576541,,
NIC Asia Bank Limited,83.4661081,27.6601064,,
Lumbini Bikash Bank,83.7380753,28.2720146,,
Nepal Gramid Bikash Bank Ltd,81.6142784,28.047542,,
Siddhartha Bank ATM,81.6174839,28.0527778,,
 ,85.3062755,27.7178154,,
Sanima Bank,85.3089957,27.7186991,,
 ,88.0993748,26.667452,,
 ,85.3118111,27.7143873,,
Agricultural Development Bank Limited,85.2776619,26.7623356,,
Corporative Financial Development ltd,81.6219814,28.0550569,,
Gaumati Money Transfer,81.6345904,28.074041,,
City Express Money Transfer,81.6350759,28.0751072,,
Sunrise Bank Ltd.,81.633738,28.0738923,,
Prabhu Bank Limited,83.9889074,28.2415457,,
Pokhara Saving +ACY- Credit Coperative,83.9909406,28.2188771,,
Himal Money Changer,83.9869668,28.2194047,,
Shangrila Bank ATM,83.9874309,28.2213424,,
Biswash Enterprises,81.6454044,28.0837029,,
 ,81.634182,28.074247,,
Anabarat Agricultural Co+AC0-operative society,83.9415433,28.2737319,,
Multipurpose farmers co+AC0-operative society ltd,83.9428505,28.2729358,,
Shree Safal Kripa Saving +ACY- Loan Cooperative,83.9495105,28.2688975,,
R.T Money Transfer,81.6348338,28.0748782,,
Shree Bihani Saving +ACY- Loan Cooperative,83.9354061,28.2777181,,
Gaurishankar Saving +ACY- Loan Cooperative,83.9362322,28.2780157,,
NIC Asia Bank,83.9726351,28.2611749,,
Amulya Mahila Bikash Cooperative,83.9315678,28.2805514,,
Shree Hemja Saving +ACY- Credit Cooperative,83.9362677,28.2785088,,
Hemja Ex+AC0-Army Agricultural Cooperative,83.9479387,28.2725744,,
 ,84.4239994,27.6936068,,
 ,84.5682463,27.6122182,,
 ,82.4860121,28.0426607,,
 ,82.4857626,28.0423086,,
INTT Money Express,81.610252,28.0350232,,
Shree Mahila Saving +ACY- Credit Cooperative,83.9716534,28.2618033,,
Jay Ganesh Saving +ACY- Credit Cooperative,83.9694098,28.2676526,,
 ,87.6371673,26.6638597,,
 ,85.3702612,27.6450607,,
Pokhara Multipurpose Cooperative,83.976861,28.2123383,,
Naya Krisi Aviyan Sahakari,83.9763431,28.2149374,,
Gandaki Bikash Bank Ltd,83.9714845,28.2610308,,
Baharai Krishi Cooperative,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4d8e,83.9718761,28.2138686,
Om Development Bank,83.9708897,28.1921296,,
Sanima Bank,83.970836,28.1921207,,
Nilgiri Saving +ACY- Credit Cooperative,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4d91,83.9707898,28.1920988,
Janaprakash Microfinance,84.101351,28.1237564,,
Kailash Bikas Bank+AC0- Birauta Branch,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4d93,83.9712209,28.1922572,
 ,85.33215,27.6670828,,
Sanima Bank,83.9708347,28.1921101,,
Om Development Bank,83.9708957,28.1921154,,
Ratnapuri Saving +ACY- Credit Cooperative,banks.fid+AC0-49a111ac+AF8-16932994701+AF8-4d97,83.9727069,28.2029361,
Guntechour Dood Udpadan Sahakari,83.9003848,28.2650953,,
Express Money Changer,83.9714013,28.2009227,,
Rastriya Banijya Bank LTD.,83.9722241,28.2018299,,
trekker money changers,83.9617348,28.2061672,,
NIC ASIA,83.9706365,28.1915619,,
Pokhara Finance,83.9702412,28.1916113,,
SBI Bank,83.9708897,28.1917354,,
Gandaki Bikas Bank,83.9710741,28.1918952,,
Gandaki Bikas Bank Limited,83.9710931,28.1918958,,
Rahat Krisi Sahakari,83.9795878,28.224494,,
Bagaicha Saving +ACY- Credit Cooperative,83.9797694,28.2246579,,
Anukul Krishi Sahakari,83.9751752,28.2053666,,
Sri Siddhi Vinayak Mahila Saving +ACY- Credit Cooperative,83.9827334,28.2285709,,
Namaste Saving +ACY- Credit Cooperative,83.9842946,28.2243844,,
Sugam Saving +ACY- Credit Cooperative,83.9904687,28.2260364,,
Dhawalgiri Saving +ACY- Credit Cooperative,83.9898801,28.2240019,,
Buddha Saving +ACY- Credit Cooperative,83.9895718,28.2241302,,
Uddhami Krisi Sahakari,83.9864174,28.2242138,,
Shuva Siddhartha Saving +ACY- Credit Cooperative,83.9845911,28.2242162,,
Rastriya Banijya Bank,83.9691885,28.1990973,,
 ,85.3465102,27.7287803,,
 ,85.3462919,27.7292463,,
 ,85.3463317,27.7292792,,
Farmer Awareness Multipurpose Cooperative,83.9723619,28.2128099,,
Snow Land Money Exchanger,83.9574302,28.2086179,,
Global IME Bank,83.9849904,28.2123891,,
Sakshaym Saving +ACY- Credit Cooperative,83.9909405,28.2288774,,
Shree Nawa Durga Women Saving +ACY- Credit Cooperative,84.0836853,28.1470998,,
Subha Prabhat Saving +ACY- Credit Cooperative,83.9832419,28.2175143,,
Nagarik Saving +ACY- Credit Cooperative,83.9805932,28.2623656,,
Gaubikash Multipurpose Cooperative,83.9795941,28.2654993,,
Sanima Bank,83.9770514,28.1915061,,
Shree Jagat Kalyan Dughdha Utpadak Sahakari,84.0823978,28.148057,,
Gorakhnath Krishi Sahakari,84.0850103,28.1563188,,
Shree Bhandar Saving +ACY- Credit Cooperative,84.0645544,28.1527763,,
Asal Chhimeki Saving +ACY- Credit Cooperative,83.9712431,28.1931467,,
Kailash Bikas Bank,83.9712726,28.1923069,,
NCC Bank,83.9718486,28.1920752,,
 ,83.4651067,27.6996428,,
NCC Bank,83.9718761,28.1920616,,
 ,85.3324939,27.7040143,,
Global IME Bank,81.6317841,28.0721199,,
Swastika Auto,81.6391736,28.078008,,
Pokhara Finance,84.0629096,28.1517453,,
