GAPA_NAPA,GN_TYPE,DISTRICT,PROVINCE,Com_nofaci,Com_1least,Com_Radio,Com_Televi,Com_Cablet,Com_comput,Com_intern,Com_Teleph,Com_Mobile,Cook_wood,Cook_Keros,Cook_LPgas,Cooking_Sa,Cook_Bioga,Cook_Elec,Cook_Other,Cook_Nosta,Light_Elec,Light_Kero,Light_Biog,Light_Sola,Light_Othe,Light_Nons,Water_Tap,Water_Tube,Water_Co_k,Water_Unco,Water_spou,Water_rive,Water_othe,Water_Nots,Toilet_Wit,Toilet_Flu,Toilet_Ord,Toilet_not
Karaiyamai,Gaunpalika,BARA,2,446,3653,1427,1551,39,46,13,21,2381,11513,430,17761,2929,794,29,103,235,31426,1784,194,71,78,241,10443,22379,138,98,278,14,215,229,3802,18585,11166,241
Kolhabi,Nagarpalika,BARA,2,728,7216,3705,3929,432,103,29,141,4925,2045,159,108,6171,14,7,10,29,4494,3929,18,59,12,31,30,8302,6,19,6,2,149,29,5976,1310,1226,31
Mahagadhimai,Nagarpalika,BARA,2,702,6872,2276,2128,825,66,19,106,4879,7354,65,1723,1623,583,12,83,48,9547,1818,21,49,9,47,374,10823,29,93,80,2,43,47,5183,4245,2018,45
Nijgadh,Nagarpalika,BARA,2,738,6280,3329,2536,1972,244,62,273,4677,4387,9,106,12,0,1,16,11,3055,568,32,734,142,11,3516,2,128,684,76,87,38,11,1194,848,2490,10
Pacharauta,Nagarpalika,BARA,2,716,3912,1602,929,58,33,6,44,2385,3888,6,316,1,5,2,4,10,3698,478,13,12,20,11,3150,3,53,429,549,15,22,11,960,976,2285,11
Parwanipur,Gaunpalika,BARA,2,203,2900,1192,1382,441,71,7,34,2279,5411,171,3703,11,63,18,50,33,8725,626,38,11,25,35,7975,9,157,644,504,77,60,34,1105,4880,3441,34
Pheta,Gaunpalika,BARA,2,271,3273,784,1435,86,18,1,14,2190,3822,9,36,0,1,3,2,3,3240,603,4,17,9,3,2980,3,79,681,86,42,2,3,1106,1189,1578,3
Prasauni,Gaunpalika,BARA,2,337,3239,963,1624,70,76,11,44,2316,5361,8,83,2,9,3,4,12,4461,744,17,190,58,12,4801,5,61,279,279,37,9,11,1168,1257,3045,12
Simraungadh,Nagarpalika,BARA,2,757,6266,2830,1600,222,60,16,61,3489,4762,9,177,3,7,1,9,9,4142,747,6,52,21,9,4127,2,129,380,317,8,5,9,987,992,2989,9
Suwarna,Gaunpalika,BARA,2,361,3592,1163,676,48,26,4,34,2229,4819,14,169,2,4,9,18,12,4269,569,4,132,61,12,4166,3,75,199,487,101,5,11,2048,1611,1377,11
Parsa Wildlife Reserve,Wildlife Reserve,BARA,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bahudaramai,Nagarpalika,PARSA,2,296,5288,1925,2592,229,46,5,24,3502,4492,12,19,3,1,0,0,23,562,1979,12,1469,505,23,4068,0,7,200,187,64,1,23,959,2555,1013,23
Bindabasini,Gaunpalika,PARSA,2,137,3351,944,1089,171,35,2,24,1765,6781,19,219,5,27,1,1,22,4884,1786,17,320,48,20,6171,1,28,265,466,98,24,22,1289,3177,2587,22
Birgunj,Mahanagarpalika,PARSA,2,2149,36338,11061,20682,13300,3864,1359,3181,27722,5296,81,2932,4,5,0,6,29,7456,716,25,77,50,29,7742,2,46,272,224,12,26,29,637,5495,2194,27
Chhipaharmai,Gaunpalika,PARSA,2,872,2808,932,613,11,24,2,20,1557,4341,12,310,1,22,1,4,12,3884,696,4,103,4,12,3810,2,325,264,237,48,5,12,727,2667,1297,12
Dhobini,Gaunpalika,PARSA,2,476,2438,376,633,33,13,2,7,1298,5239,13,195,1,60,3,0,15,4042,805,10,648,6,15,5360,2,8,57,58,17,9,15,872,3331,1312,11
Jagarnathpur,Gaunpalika,PARSA,2,705,4095,1126,827,40,32,1,12,2356,4798,12,215,4,228,3,2,8,4889,349,12,2,10,8,4325,24,74,585,207,47,1,7,636,3603,1023,8
Jirabhawani,Gaunpalika,PARSA,2,641,3366,1231,1138,77,14,0,14,1886,4577,13,329,10,128,1,2,6,2485,1262,16,1180,117,6,4075,4,136,452,217,174,2,6,1223,1819,2018,6
Kalikamai,Gaunpalika,PARSA,2,422,2518,873,954,28,25,4,33,1896,3813,26,14,7,11,0,1,19,866,792,13,1438,763,19,3208,6,51,250,302,54,1,19,2117,1258,497,19
Pakahamainpur,Gaunpalika,PARSA,2,454,2497,599,921,21,33,9,20,1431,3826,5,136,2,108,0,0,8,2979,684,8,75,331,8,2836,0,115,287,765,75,1,6,1590,1273,1214,8
Parsagadhi,Nagarpalika,PARSA,2,563,5679,2316,2531,222,50,5,29,3743,5875,22,73,2,10,0,2,25,3202,1626,4,577,575,25,3650,4,244,823,697,524,42,25,1747,2888,1349,25
Paterwasugauli,Gaunpalika,PARSA,2,453,3397,1236,1198,103,28,1,38,2063,4294,7,180,2,137,2,0,4,4034,517,6,55,10,4,4172,1,113,151,88,64,33,4,956,2042,1624,4
Pokhariya,Nagarpalika,PARSA,2,420,4368,905,1427,27,25,8,32,2702,6089,17,1083,14,840,53,3,33,6254,1078,15,601,150,34,5503,678,472,466,866,93,21,33,2375,3621,2102,34
SakhuwaPrasauni,Gaunpalika,PARSA,2,591,4633,1964,1770,185,41,9,36,2985,4370,13,183,2,64,0,2,13,3133,1144,7,224,126,13,4074,0,40,110,139,228,43,13,756,3023,855,13
Thori,Gaunpalika,PARSA,2,514,3656,3026,1239,75,22,5,45,2290,6302,214,6564,11,461,6,42,46,12801,729,30,33,8,45,11419,325,73,138,1197,70,382,42,964,11460,1175,47
Bharatpur,Mahanagarpalika,CHITAWAN,3,2453,65941,45258,43239,34122,12550,6976,11371,57996,4522,21,12,16,3,0,0,5,98,1223,9,2060,1184,5,2953,6,173,891,475,46,30,5,2556,199,1819,5
Ichchhyakamana,Gaunpalika,CHITAWAN,3,727,3940,2995,861,833,135,44,195,2647,3236,17,4,11,6,0,2,4,21,514,19,1787,935,4,2122,3,61,552,492,22,25,3,1209,673,1394,4
Kalika,Nagarpalika,CHITAWAN,3,773,8214,5742,3791,2118,468,157,311,6511,3953,16,1,26,11,1,2,6,238,857,20,2233,662,6,2803,5,142,462,567,31,1,5,2436,206,1368,6
Khairahani,Nagarpalika,CHITAWAN,3,422,11750,6910,6596,4810,1345,619,1171,10053,2677,22,4,17,1,0,1,6,176,1325,21,794,406,6,2132,20,28,134,387,17,4,6,973,106,1643,6
Madi,Nagarpalika,CHITAWAN,3,373,2792,2130,836,171,39,7,149,2364,7736,27,300,13,540,1,9,26,5095,1618,21,256,1636,26,292,8215,19,18,3,4,75,26,3822,2306,2499,25
Rapti,Nagarpalika,CHITAWAN,3,1179,10746,7092,5126,2366,737,286,708,8487,4019,14,4,14,2,0,0,8,107,1019,23,2340,564,8,3233,11,22,138,600,49,0,8,650,377,3026,8
Ratnanagar,Nagarpalika,CHITAWAN,3,481,15420,10328,9195,9052,2497,1356,2661,13722,4222,7,0,0,0,0,0,11,2571,943,2,426,287,11,3653,0,22,133,334,76,11,11,1112,1515,1602,11
Chitawan National Park,National Park,CHITAWAN,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Aarughat,Gaunpalika,GORKHA,4,1272,4243,3420,878,354,60,16,147,2784,3757,57,17,2327,2,0,119,62,3297,2935,7,36,5,61,820,5366,6,9,4,1,76,59,5597,539,143,62
Ajirkot,Gaunpalika,GORKHA,4,708,2824,2355,550,38,12,0,27,1832,6501,91,342,159,553,5,266,67,3936,3145,34,603,198,68,1658,3801,242,1923,60,100,134,66,5261,1772,884,67
Bhimsen Thapa,Gaunpalika,GORKHA,4,688,4624,3985,1397,83,40,5,56,3688,2887,167,45,4482,11,7,11,83,1840,5710,19,41,0,83,216,7219,18,111,5,0,45,79,5719,643,1248,83
Chum Nubri,Gaunpalika,GORKHA,4,1033,897,696,161,32,10,2,24,294,7847,159,422,3066,180,0,29,150,3994,7331,16,313,49,150,1359,10171,6,24,7,1,142,143,8914,2286,504,149
Dharche,Gaunpalika,GORKHA,4,1222,1872,1605,169,20,4,0,31,819,1773,34,5,1779,4,0,76,28,304,3314,9,33,11,28,19,3376,3,35,2,0,236,28,3208,292,172,27
Gandaki,Gaunpalika,GORKHA,4,816,4311,3406,1112,602,30,2,80,2955,1350,102,19,2377,12,1,52,95,17,3857,10,28,1,95,257,3490,6,20,0,0,141,94,3228,395,291,94
Gorkha,Nagarpalika,GORKHA,4,946,11939,9540,7442,3899,780,238,1066,10518,2250,160,65,2113,18,0,62,67,1742,2890,10,24,3,66,335,4135,6,30,3,5,157,64,3567,758,343,67
Palungtar,Nagarpalika,GORKHA,4,1378,8475,6316,4447,842,100,20,119,7016, , , , , , , , , , , , , , , , , , , , , , , , , , 
Sahid Lakhan,Gaunpalika,GORKHA,4,757,5756,4593,2642,863,84,22,117,4962,2120,105,6,2016,4,0,116,42,1374,2952,5,32,4,42,636,3604,12,102,5,0,11,39,3769,415,183,42
Siranchok,Gaunpalika,GORKHA,4,927,4842,4048,1835,141,23,4,53,3424,3719,82,12,1609,5,0,64,49,2478,2980,9,23,1,49,87,4955,39,95,0,0,319,45,4918,341,233,48
Barpak Sulikot,Gaunpalika,GORKHA,4,1472,4219,3414,837,420,18,6,44,2658,2377,74,10,1266,3,0,171,63,21,3830,4,34,12,63,20,3771,3,0,1,3,111,55,3463,299,141,61
Besishahar,Nagarpalika,LAMJUNG,4,770,9472,6315,1604,4750,723,330,590,8318,1877,11,185,0,2,2,1,11,1912,143,0,0,20,14,2004,0,5,18,14,34,0,14,442,1047,586,14
Dordi,Gaunpalika,LAMJUNG,4,792,3359,2531,708,368,24,9,39,2437,2440,27,4,0,0,2,1,9,1542,505,0,36,391,9,2162,0,3,28,265,12,4,9,1534,551,389,9
Dudhpokhari,Gaunpalika,LAMJUNG,4,432,2118,1822,328,65,3,1,28,1395,1276,2,22,0,0,5,0,1,538,113,0,332,321,2,913,0,0,26,348,17,0,2,861,244,199,2
Kwholasothar,Gaunpalika,LAMJUNG,4,384,2005,1578,377,144,8,6,37,1469,1656,2,106,0,71,2,4,5,1386,221,0,99,135,5,1627,0,2,17,140,33,22,5,668,887,286,5
MadhyaNepal,Nagarpalika,LAMJUNG,4,573,5205,4064,1225,961,128,39,114,4435,5140,45,810,2,109,23,19,21,3161,1230,1,399,1357,21,5170,0,17,779,105,69,10,19,1903,3004,1241,21
Marsyangdi,Gaunpalika,LAMJUNG,4,709,3551,2354,651,1093,46,31,51,3076,6048,60,592,0,43,1,0,15,6030,615,0,91,8,15,5858,1,66,288,353,143,36,14,2000,3216,1528,15
Rainas,Nagarpalika,LAMJUNG,4,694,3981,2877,1295,556,39,7,101,3185,4529,43,881,2,108,3,3,31,2600,1299,3,717,950,31,4924,1,103,349,130,57,6,30,2245,2439,886,30
Sundarbazar,Nagarpalika,LAMJUNG,4,709,6380,4034,2274,2321,326,103,70,5589,4652,37,541,0,140,10,5,25,4190,1081,1,78,35,25,4460,49,66,360,339,24,87,25,2191,2203,991,25
Anbukhaireni,Gaunpalika,TANAHU,4,399,4406,2678,1600,1977,384,125,385,3946,6582,18,21,5,24,0,3,12,2930,422,63,103,3135,12,4690,6,39,238,1239,441,0,12,2943,2288,1424,10
Bandipur,Gaunpalika,TANAHU,4,771,4017,2410,1220,1297,190,72,284,3510,5285,8,119,4,262,0,2,23,5270,141,5,14,250,23,41,5417,11,18,30,46,117,23,3164,2099,417,23
Bhanu,Nagarpalika,TANAHU,4,1250,10558,6913,5576,2312,186,61,381,8994,8090,53,47,26,448,0,4,49,6285,1908,15,248,211,50,139,8354,6,5,3,3,158,49,5292,1750,1628,47
Bhimad,Nagarpalika,TANAHU,4,781,6385,3777,1797,1055,214,45,374,5811,3305,0,12,9,14,2,0,20,325,340,4,773,1900,20,1801,4,9,418,621,426,66,17,1982,814,546,20
Byas,Nagarpalika,TANAHU,4,1489,16517,10276,7520,7209,1589,548,1794,14434,20241,189,7010,84,1252,7,215,145,25491,3144,66,131,162,149,5865,22881,39,11,62,4,135,146,8457,14715,5821,150
Devghat,Gaunpalika,TANAHU,4,758,2513,1902,548,257,34,15,24,1923,9439,41,69,27,436,4,5,51,6402,1609,12,721,1277,51,291,9332,18,53,37,123,169,49,6784,1964,1275,49
Ghiring,Gaunpalika,TANAHU,4,761,3225,2289,387,6,15,4,28,2615,12230,96,196,42,528,1,3,78,3387,4152,38,2973,2548,76,621,12019,27,29,118,31,251,78,8172,2887,2038,77
Myagde,Gaunpalika,TANAHU,4,506,5012,2606,2116,1256,182,32,55,4321,12991,83,820,13,902,9,7,90,12003,2154,37,128,491,102,3370,9756,148,638,106,712,84,101,6738,4913,3161,103
Rhishing,Gaunpalika,TANAHU,4,1321,3839,2576,523,61,26,24,30,3221,8049,31,27,13,888,1,3,39,8512,240,21,62,177,39,175,8669,20,26,9,0,115,37,5648,2168,1196,39
Shuklagandaki,Nagarpalika,TANAHU,4,1027,10889,6908,6040,4230,697,269,778,9705,5264,36,46,9,1002,1,1,33,5485,789,4,58,23,33,52,6278,19,1,7,1,3,31,4094,1927,338,33
Aandhikhola,Gaunpalika,SYANGJA,4,459,3609,2362,1117,923,62,40,70,3202,6507,23,85,8,7,1,14,48,1913,508,347,1137,2742,46,4074,53,465,333,1496,217,9,46,2214,3985,446,48
Arjunchaupari,Gaunpalika,SYANGJA,4,403,3463,2464,929,875,50,25,65,2995,4539,3,0,6,3,0,3,21,11,125,4,1824,2590,21,2477,2,8,209,1708,148,2,21,3124,504,926,21
Bhirkot,Nagarpalika,SYANGJA,4,390,5504,3864,1864,1719,134,173,59,4830,4700,5,2,5,5,0,0,30,560,825,14,546,2772,30,2918,1,240,342,905,299,14,28,3266,765,688,28
Biruwa,Gaunpalika,SYANGJA,4,678,3577,2059,612,858,28,9,140,3093,2705,0,4,2,3,0,0,5,135,208,0,1087,1284,5,1877,2,44,181,360,251,0,4,1792,663,259,5
Chapakot,Nagarpalika,SYANGJA,4,636,5238,3625,880,1447,97,42,76,4831,3106,6,0,1,3,0,1,13,230,284,3,915,1685,13,1821,2,283,386,479,144,2,13,2152,542,423,13
Galyang,Nagarpalika,SYANGJA,4,576,7550,4600,1693,2764,353,135,331,6930,6141,149,1057,6,10,6,50,28,5249,522,38,69,1541,28,4427,11,84,382,1642,800,73,28,3793,2429,1199,26
Harinas,Gaunpalika,SYANGJA,4,525,3236,2144,828,172,42,2,84,2765,3745,6,31,10,6,0,2,8,744,279,5,1105,1667,8,2563,4,51,318,395,367,102,8,1674,1391,735,8
Kaligandagi,Gaunpalika,SYANGJA,4,422,4499,3141,1001,1500,118,85,97,4005, , , , , , , , , , , , , , , , , , , , , , , , , , 
Phedikhola,Gaunpalika,SYANGJA,4,267,2952,1932,1081,955,110,65,188,2669,4230,4,4,1,0,0,3,17,796,541,13,568,2324,17,2360,0,201,448,960,221,53,16,3235,483,525,16
Putalibazar,Nagarpalika,SYANGJA,4,1021,10728,6430,2479,5139,664,226,726,9434,4772,14,12,0,2,0,0,36,416,1019,6,309,3050,36,2960,3,75,166,1329,263,4,36,3413,767,621,35
Waling,Nagarpalika,SYANGJA,4,903,11155,6973,4920,5553,696,477,408,10103,3739,4,0,3,2,0,0,24,1438,85,6,282,1938,23,2652,2,24,37,936,96,2,23,1845,1203,701,23
Annapurna,Gaunpalika,KASKI,4,634,2865,2305,922,726,50,11,84,1992,3944,3,128,0,44,0,1,5,3864,251,1,0,4,5,3681,3,38,123,265,10,1,4,475,2410,1236,4
Machhapuchchhre,Gaunpalika,KASKI,4,513,4844,3516,3204,410,84,35,113,4133,3237,2401,63627,38,24,183,190,556,69042,354,234,28,48,550,46319,830,6727,1159,3669,155,10882,515,338,64825,4539,554
Madi,Gaunpalika,KASKI,4,667,2946,2715,84,4,5,2,21,1687,4587,1,14,0,43,0,0,5,3284,727,5,30,599,5,3075,7,61,571,754,167,10,5,995,1973,1678,4
Pokhara Lekhnath,Mahanagarpalika,KASKI,4,3432,100844,66137,70961,51679,20424,10578,19463,91392,1741,3,50,5,128,0,1,14,1587,223,0,50,68,14,1855,3,0,13,41,5,11,14,581,1084,263,14
Rupa,Gaunpalika,KASKI,4,380,3364,2689,1171,307,43,16,57,2786,3337,777,12650,12,4,81,685,93,17395,65,61,2,17,99,15998,107,444,217,350,4,425,94,50,16900,590,99
Chame,Gaunpalika,MANANG,4,24,255,102,77,125,23,12,74,228,6520,134,7014,18,2153,38,87,106,15313,519,51,25,51,111,4897,8780,1840,142,232,1,70,108,732,11832,3394,112
Narpa Bhumi,Gaunpalika,MANANG,4,2,120,112,4,0,0,0,0,2,4903,43,536,3,111,1,3,14,2848,2004,2,581,164,15,4216,0,44,326,993,22,0,13,2314,1543,1742,15
Nasho,Gaunpalika,MANANG,4,41,412,223,211,151,6,1,20,359,3489,39,59,0,14,1,1,15,2215,1294,0,87,7,15,3312,0,4,19,250,18,0,15,703,1625,1276,14
Manang Nshiang,Gaunpalika,MANANG,4,110,477,344,184,156,11,6,22,374,5020,9,229,0,163,1,2,14,4450,775,4,189,6,14,1835,0,181,303,3062,43,0,14,993,2778,1653,14
Waragun Muktikshetra,Gaunpalika,MUSTANG,4,80,641,312,152,212,24,12,35,567,2920,9,285,1,198,2,1,19,1923,308,7,1059,119,19,3095,3,46,113,104,49,6,19,358,2421,637,19
Lo-Ghekar Damodarkunda,Gaunpalika,MUSTANG,4,62,340,191,33,4,1,0,17,50,3855,19,87,5,156,0,1,14,448,1179,8,2067,421,14,2226,7,403,1285,196,2,4,14,1410,1792,921,14
Gharapjhong,Gaunpalika,MUSTANG,4,68,805,230,145,517,63,30,145,775,4395,24,660,13,506,3,6,21,5206,365,21,11,4,21,3746,17,330,979,452,79,4,21,1232,2888,1487,21
Lomanthang,Gaunpalika,MUSTANG,4,73,459,154,18,5,1,0,31,415,4970,15,119,7,78,2,4,20,1396,758,7,2117,917,20,2848,5,720,1275,331,12,4,20,1766,2441,989,19
Thasang,Gaunpalika,MUSTANG,4,115,647,350,103,295,12,6,12,546,6803,87,3895,8,1346,4,10,32,11196,782,34,70,70,33,10604,10,456,667,371,26,23,28,1056,9159,1938,32
Annapurna,Gaunpalika,MYAGDI,4,634,2865,2305,922,726,50,11,84,1992,3944,3,128,0,44,0,1,5,3864,251,1,0,4,5,3681,3,38,123,265,10,1,4,475,2410,1236,4
Beni,Nagarpalika,MYAGDI,4,891,7694,4784,2158,4204,688,437,580,6909,3700,6,150,2,66,3,0,11,3640,268,4,13,2,11,3585,5,24,119,173,16,5,11,615,2277,1036,10
Dhaulagiri,Gaunpalika,MYAGDI,4,992,2188,1828,225,33,7,6,25,1313,4866,34,914,2,208,44,1,14,4969,832,15,244,9,14,5337,5,121,207,385,10,4,14,452,2800,2817,14
Malika,Gaunpalika,MYAGDI,4,829,3273,2723,266,214,32,4,53,2161,4074,26,126,0,59,4,0,16,2878,1127,13,241,30,16,3530,2,70,111,495,81,0,16,728,2039,1522,16
Mangala,Gaunpalika,MYAGDI,4,657,3083,2617,415,171,33,6,80,2439,5216,21,258,5,411,7,0,16,4500,820,20,408,171,15,4463,29,169,530,683,36,10,14,828,2563,2527,16
Raghuganga,Gaunpalika,MYAGDI,4,771,3231,2489,623,812,34,18,58,2126,7070,20,1016,4,132,19,1,13,7997,221,30,4,10,13,6761,5,236,731,447,54,28,13,885,3920,3459,11
Dhorpatan Hunting Reserve,Hunting Reserve,MYAGDI,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bihadi,Gaunpalika,PARBAT,4,355,2572,2001,552,401,36,10,104,2244,4788,11,304,0,10,0,0,8,4534,505,7,20,47,8,4946,1,20,43,66,33,5,7,1108,2517,1488,8
Jaljala,Gaunpalika,PARBAT,4,653,4844,3265,1036,1640,155,55,113,4272,5150,6,125,0,21,0,4,9,4865,426,7,3,4,10,4344,2,172,246,383,63,95,10,1039,2798,1468,10
Kushma,Nagarpalika,PARBAT,4,932,9218,5779,3243,4308,660,343,692,8226,5244,19,32,4,2,0,0,6,924,2080,21,1946,330,6,4409,3,143,504,207,23,12,6,1080,2672,1549,6
Mahashila,Gaunpalika,PARBAT,4,280,1895,1577,294,173,3,2,21,1594,5080,3,134,0,43,0,0,6,4782,460,6,2,10,6,4923,1,53,122,144,16,1,6,975,2450,1837,4
Modi,Gaunpalika,PARBAT,4,588,4810,3264,2249,1552,123,29,63,4101,4668,10,24,5,5,0,0,4,1553,1781,3,1204,171,4,3835,2,53,644,58,119,1,4,1021,2394,1297,4
Painyu,Gaunpalika,PARBAT,4,397,2793,2060,649,362,42,7,80,2316,3969,5,69,2,45,1,0,7,3721,330,4,9,27,7,3666,1,4,86,89,130,116,6,886,1910,1295,7
Phalebas,Nagarpalika,PARBAT,4,496,5216,4372,1072,1381,94,56,60,4373,4796,6,31,1,3,0,1,19,447,1998,9,1736,648,19,4186,3,98,206,306,39,0,19,1320,2642,877,18
Badigad,Gaunpalika,BAGLUNG,4,1023,4852,3463,882,740,57,14,179,3515,3692,6,89,5,8,0,1,10,1548,1519,9,675,50,10,3377,5,7,87,297,11,17,10,344,1410,2048,9
Baglung,Nagarpalika,BAGLUNG,4,1013,13996,9084,4645,7167,1271,571,1470,12770,4007,52,126,13,426,5,1,19,2030,1391,16,1077,117,18,1285,2393,157,558,103,61,73,19,1398,819,2413,19
Bareng,Gaunpalika,BAGLUNG,4,463,2719,2049,378,151,17,2,75,2256,6913,28,112,3,26,3,3,35,5758,1172,45,74,39,35,5929,5,21,178,834,45,82,29,376,2602,4113,32
Dhorpatan,Nagarpalika,BAGLUNG,4,1303,4264,3103,934,421,52,8,48,2613,4569,17,17,4,5,0,0,22,2018,1710,19,542,323,22,3364,6,32,354,837,12,7,22,167,1031,3414,22
Galkot,Nagarpalika,BAGLUNG,4,689,6920,3612,1024,3101,196,40,64,6358,8726,99,2176,10,228,20,31,93,10057,1042,73,45,71,95,9132,15,43,239,1526,185,153,90,673,5736,4880,94
Jaimini,Nagarpalika,BAGLUNG,4,712,6555,4825,1246,967,78,18,138,5682,4545,11,34,6,59,2,3,17,3161,1243,28,106,122,17,3611,7,11,72,909,27,24,16,139,1525,2997,16
Kanthekhola,Gaunpalika,BAGLUNG,4,553,5335,3722,1440,1771,139,48,47,4722,6813,70,50,28,82,1,1,32,2934,2337,55,841,878,32,3227,550,254,2201,328,366,119,32,1874,1106,4065,32
Nisikhola,Gaunpalika,BAGLUNG,4,1630,3065,2487,444,160,15,1,58,1714,3609,33,27,8,7,0,3,42,887,1618,35,648,499,42,2290,9,38,607,716,17,11,41,579,608,2501,41
Taman Khola,Gaunpalika,BAGLUNG,4,378,1800,1674,213,18,9,0,189,391,4028,57,57,14,170,0,0,25,1588,1756,38,938,6,25,3990,5,4,173,26,74,55,24,400,1250,2676,25
Tara Khola,Gaunpalika,BAGLUNG,4,177,2254,1807,546,264,33,15,79,1868,3577,16,24,6,10,0,0,10,2783,707,34,30,79,10,2883,2,4,33,659,28,25,9,95,1097,2442,9
Dhorpatan Hunting Reserve,Hunting Reserve,BAGLUNG,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Chandrakot,Gaunpalika,GULMI,5,572,4448,3705,1871,1547,101,46,159,3680,4442,156,34,2903,32,0,189,146,2032,5628,20,70,6,146,706,6881,11,13,3,0,147,141,6375,856,525,146
Chatrakot,Gaunpalika,GULMI,5,419,4822,3992,1329,1835,71,55,121,4332,5343,83,132,618,100,1,175,65,3617,2771,9,47,10,63,832,5364,5,42,1,9,200,64,5053,1107,292,65
Dhurkot,Gaunpalika,GULMI,5,655,4538,4182,429,123,3,1,34,3136,3883,58,12,1845,4,1,56,45,3048,2752,10,44,5,45,597,4939,17,204,1,0,103,43,5113,531,217,43
Gulmidarbar,Gaunpalika,GULMI,5,402,4721,3678,1659,1806,64,44,51,4159,6952,43,840,76,546,49,2,93,7254,1167,30,38,19,93,606,5740,473,1590,4,53,45,90,4353,2656,1500,92
Isma,Gaunpalika,GULMI,5,879,3791,3509,529,52,12,4,30,2389,10017,88,327,185,290,2,26,138,8385,2249,21,276,3,139,2555,6665,212,1115,47,130,216,133,8546,1930,458,139
Kaligandaki,Gaunpalika,GULMI,5,566,3399,2572,1144,415,40,11,35,2640,4509,87,46,2098,11,0,52,68,2536,4234,4,21,6,70,575,5800,28,184,102,3,114,65,5718,820,263,70
Madane,Gaunpalika,GULMI,5,917,3760,3501,232,3,2,4,30,2226,2184,68,29,1719,10,10,18,35,1653,2355,5,19,6,35,120,3835,8,8,1,0,67,34,3309,559,171,34
Malika,Gaunpalika,GULMI,5,829,3273,2723,266,214,32,4,53,2161,4074,26,126,0,59,4,0,16,2878,1127,13,241,30,16,3530,2,70,111,495,81,0,16,728,2039,1522,16
Musikot,Nagarpalika,GULMI,5,1487,5753,4379,778,854,220,64,209,3856,5328,8,280,2,4,3,11,21,2739,563,10,979,1346,20,4554,1,10,92,714,207,60,19,4204,959,473,21
Resunga,Nagarpalika,GULMI,5,572,7675,5877,3554,3166,624,300,674,6713,1599,47,9,1580,8,1,65,33,2039,1239,7,24,0,33,1179,2108,3,14,0,0,6,32,2762,240,306,34
Ruru,Gaunpalika,GULMI,5,482,4170,3365,1816,1449,120,62,82,3746,1731,136,15,2524,4,0,35,40,427,3990,7,20,1,40,161,4225,3,21,1,1,33,40,3896,201,348,40
Satyawati,Gaunpalika,GULMI,5,685,4766,3810,1445,1358,80,28,79,4132,2068,150,34,2436,6,0,61,52,1508,3214,5,27,0,53,252,4349,29,86,4,0,32,55,3941,503,306,57
Bagnaskali,Gaunpalika,PALPA,5,399,4792,3657,2818,1107,149,39,76,4281,9710,69,5292,4,63,1,7,36,14687,405,28,10,16,36,14206,11,98,171,627,29,8,32,789,11846,2510,37
Mathagadhi,Gaunpalika,PALPA,5,442,4551,3999,1335,287,57,22,63,3543,3195,8,24,1,1,0,0,11,1653,774,18,614,170,11,3074,1,9,34,102,9,0,11,340,1366,1523,11
Nisdi,Gaunpalika,PALPA,5,879,2933,2308,195,5,11,8,36,2348,5211,28,417,2,11,0,0,37,4366,952,12,48,291,37,4411,2,16,559,365,298,19,36,3122,1394,1153,37
Purbakhola,Gaunpalika,PALPA,5,620,3413,2320,983,201,35,26,12,3037, , , , , , , , , , , , , , , , , , , , , , , , , , 
Rainadevi Chhahara,Gaunpalika,PALPA,5,898,4924,4048,1020,162,37,18,38,3772,7339,21,308,0,7,1,3,32,6645,776,10,221,27,32,7079,2,8,188,285,12,105,32,647,4894,2141,29
Rambha,Gaunpalika,PALPA,5,529,4008,2614,1497,745,76,26,27,3565,7249,14,172,0,8,0,0,34,6879,516,12,19,17,34,6596,3,48,213,527,55,2,33,730,5370,1353,24
Rampur,Nagarpalika,PALPA,5,747,7185,4813,1745,2432,217,86,106,6502,6018,6,76,0,1,0,1,26,5432,426,3,200,41,26,5933,3,11,21,104,24,6,26,452,4730,924,22
Ribdikot,Gaunpalika,PALPA,5,588,3982,3219,1220,427,42,51,19,3429,4818,22,12,5,0,0,0,36,2246,2175,9,145,282,36,3594,3,23,465,478,294,1,35,2695,694,1469,35
Tansen,Nagarpalika,PALPA,5,536,12950,9561,7356,5637,1589,1098,1731,11847,2399,3,2,1,1,0,0,16,1905,316,2,13,170,16,2062,1,17,114,166,46,0,16,1498,305,604,15
Tinau,Gaunpalika,PALPA,5,472,3316,2545,730,399,44,18,55,2537,2470,2,14,2,1,0,0,6,2133,143,6,176,31,6,2366,1,3,18,97,4,0,6,215,873,1402,5
Bardaghat,Nagarpalika,NAWALPARASI_W,5,593,12637,5681,8655,2710,680,192,732,10879,22744,1652,75672,53,4705,133,287,384,102531,2104,232,96,273,394,97864,159,972,1427,2581,357,1909,361,698,98061,6475,396
