FID,the_geom,OBJECTID_1,OBJECTID,WNO,ZONE_NAME,REGION_12,DIST_ID,VDC_ID,DISTRICTS,VDC_CODE,VDC,DISVDCODE,P_CODE,X,Y,DISTRICT,VDC_NAME,P_CODEV,Market,Wardno,Damage,Recovery,Phyacces,Tranflow,Wholesal,Timfrwho,Traderno,building,comodity,Suffice,Capacity,Avgsalric,Avgsalent,Avgsaloil,Pricrice,Pricoil,Priclnt,Bankfin,credcop,Remagebt,Tel,Police,Wagrate,PCODEW,Mrktsze
market_centers_eq_districts0.222,POINT (84.87329864501652 28.041299819830897),222,12665,3,Bagmati,Central,30,031,Dhading,31,Mulpani,300031,C-BAG-30-031-03,84.8733,28.0413,Dhading,Mulpani,C-BAG-30-031,Mulpani,3,1,2,2,2,Dhading Besi,1,15,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-031-03,2
market_centers_eq_districts0.223,POINT (84.85900115927615 27.911399841429613),223,12675,3,Bagmati,Central,30,032,Dhading,32,Murali Bhanjyang,300032,C-BAG-30-032-03,84.859,27.9114,Dhading,Muralibhanjyang,C-BAG-30-032,Dhading Besi,3,3,3,1,3,Narayanghat,1,25,3,"Rice. Oil, Lentil, Soap, CGI",1,1,0,0,0,50,240,250,1,1,1,2,1,650,C-BAG-30-032-03,1
market_centers_eq_districts0.224,POINT (84.86309814496349 27.87730026269702),224,12688,6,Bagmati,Central,30,033,Dhading,33,Nalang,300033,C-BAG-30-033-06,84.8631,27.8773,Dhading,Nalang,C-BAG-30-033,Bungchung,6,4,3,2,3,Dhading Besi,1,15,3,,1,1,0,0,0,50,240,250,2,1,2,1,2,650,C-BAG-30-033-06,2
market_centers_eq_districts0.225,POINT (85.13410186750724 27.715400695385824),225,12693,1,Bagmati,Central,30,034,Dhading,34,Naubise,300034,C-BAG-30-034-01,85.1341,27.7154,Dhading,Naubise,C-BAG-30-034,"Dharkhe, Naubise",1,4,3,1,3,"Narayanghat, Birgunj",1,200,3,"Rice. Oil, Lentil, Soap, CGI",1,1,25000,1000,1350,50,240,250,1,1,1,2,1,700,C-BAG-30-034-01,1
market_centers_eq_districts0.226,POINT (84.94509887681176 27.898500442641364),226,12705,3,Bagmati,Central,30,035,Dhading,35,Nilkantha,300035,C-BAG-30-035-03,84.9451,27.8985,Dhading,Nilkantha,C-BAG-30-035,Dhading besi,3,3,1,1,3,"Narayanghat, Birgunj",1,1400,3,"Rice. Oil, Lentil, Soap, CGI",1,1,110000,55000,10000,50,240,250,1,1,1,2,1,700,C-BAG-30-035-03,1
market_centers_eq_districts0.227,POINT (84.897300720352 27.7922992701952),227,12724,2,Bagmati,Central,30,037,Dhading,37,Pida,300037,C-BAG-30-037-02,84.8973,27.7923,Dhading,Pida,C-BAG-30-037,Ghatbesi,2,4,3,2,2,Dhading Besi,1,100,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,650,C-BAG-30-037-02,1
market_centers_eq_districts0.228,POINT (84.83550262424677 27.825899124445073),228,12751,9,Bagmati,Central,30,039,Dhading,39,Salang,300039,C-BAG-30-039-09,84.8355,27.8259,Dhading,Salang,C-BAG-30-039,Salanghat,9,3,2,2,2,Dhading Besi,1,50,3,"Rice. Oil, Lentil, Soap, CGI",2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-039-09,1
market_centers_eq_districts0.229,POINT (84.89459991415475 28.017299651957444),229,12753,2,Bagmati,Central,30,040,Dhading,40,Salyankot,300040,C-BAG-30-040-02,84.8946,28.0173,Dhading,Salyankot,C-BAG-30-040,Salyankot,2,3,2,2,2,Dhading Besi,1,20,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-040-02,2
market_centers_eq_districts0.230,POINT (84.80039977982602 27.985399246578027),230,12769,8,Bagmati,Central,30,041,Dhading,41,Salyantar,300041,C-BAG-30-041-08,84.8004,27.9854,Dhading,Salyantar,C-BAG-30-041,Arughat,8,1,2,2,2,Dhading Besi,2,70,2,,2,1,20000,14000,600,60,260,270,1,1,1,1,1,1000,C-BAG-30-041-08,1
market_centers_eq_districts0.231,POINT (84.88890075656474 27.92230033868975),231,12774,3,Bagmati,Central,30,042,Dhading,42,Sangkosh,300042,C-BAG-30-042-03,84.8889,27.9223,Dhading,Sangkosh,C-BAG-30-042,Dhading Besi,3,3,1,2,2,Dhading Besi,2,20,2,,2,1,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-042-03,2
market_centers_eq_districts0.232,POINT (84.92910003653753 27.86440086390877),232,12813,2,Bagmati,Central,30,046,Dhading,46,Sunaula Bazar,300046,C-BAG-30-046-02,84.9291,27.8644,Dhading,Sunaulabazar,C-BAG-30-046,Sunaulabaazar,2,4,3,2,2,Dhading Besi,1,15,2,,2,1,0,0,0,50,240,250,2,1,2,1,1,700,C-BAG-30-046-02,2
market_centers_eq_districts0.233,POINT (85.07240295403318 27.716699600606148),233,12825,4,Bagmati,Central,30,047,Dhading,47,Tasarpu,300047,C-BAG-30-047-04,85.0724,27.7167,Dhading,Tasarpu,C-BAG-30-047,Deurali,4,4,3,2,2,Dhading Besi,2,25,2,,2,1,0,0,0,50,240,250,2,1,2,1,1,700,C-BAG-30-047-04,1
market_centers_eq_districts0.234,POINT (85.11840057332785 27.715400695385824),234,12832,1,Bagmati,Central,30,048,Dhading,48,Thakre,300048,C-BAG-30-048-01,85.1184,27.7154,Dhading,Thakre,C-BAG-30-048,Thakre,1,4,3,1,2,Dhading Besi,2,50,2,,2,2,0,0,0,50,240,250,2,1,2,1,2,700,C-BAG-30-048-01,1
market_centers_eq_districts0.235,POINT (85.17070007314993 28.174600601636484),235,12848,7,Bagmati,Central,30,049,Dhading,49,Tipling,300049,C-BAG-30-049-07,85.1707,28.1746,Dhading,Tipling,C-BAG-30-049,Labdung,7,1,2,4,2,Dhading Besi,2,5,2,,2,1,0,0,0,60,260,270,2,1,2,1,2,700,C-BAG-30-049-07,3
market_centers_eq_districts0.236,POINT (84.91239929159411 27.99860000638523),236,12858,8,Bagmati,Central,30,050,Dhading,50,Tripureswor,300050,C-BAG-30-050-08,84.9124,27.9986,Dhading,Tripureswor,C-BAG-30-050,Khare,8,3,1,2,2,Dhading Besi,2,30,2,,2,1,0,0,0,50,240,250,2,1,2,1,1,700,C-BAG-30-050-08,1
market_centers_eq_districts0.237,POINT (84.5438995363346 28.070800780931336),237,16541,8,Gandaki,Western,36,001,Gorkha,1,Aanppipal,360001,W-GAN-36-001-08,84.5439,28.0708,Gorkha,Aanppipal,W-GAN-36-001,Anpipipal,8,1,2,2,2,Thaatipokhari/Dumre(Tanahu Dist)/Chitawan,1,20,2,Food and non-food,2,3,100,20,10,57,240,170,2,1,1,1,1,510,W-GAN-36-001-08,2
market_centers_eq_districts0.238,POINT (84.81670379604338 28.052600860741165),238,16543,1,Gandaki,Western,36,003,Gorkha,3,Aaru Chanaute,360003,W-GAN-36-003-01,84.8167,28.0526,Gorkha,AaruChanuate,W-GAN-36-003,Aarughat,1,1,2,2,2,Dhading/Chitawan,1,20,3,Food and non-food,2,3,150,30,15,60,240,170,1,1,1,2,1,510,W-GAN-36-003-01,2
market_centers_eq_districts0.239,POINT (84.7693023683097 28.176300048708356),239,16572,5,Gandaki,Western,36,067,Gorkha,67,Barpak,360067,W-GAN-36-067-05,84.7693,28.1763,Gorkha,Warpak,W-GAN-36-067,Barpak,5,1,2,2,2,Gorkha,1,10,1,Food and non-food,2,3,50,10,5,62,240,190,2,2,2,1,1,510,W-GAN-36-067-05,2
market_centers_eq_districts0.240,POINT (84.70700073279761 27.850900649645325),240,16582,6,Gandaki,Western,36,009,Gorkha,9,Bhumlichok,360009,W-GAN-36-009-06,84.707,27.8509,Gorkha,Bhumlichok,W-GAN-36-009,Hatiya,6,2,2,2,2,Gorkha,1,5,2,Food and non-food,2,3,50,10,5,56,240,170,2,2,2,1,2,510,W-GAN-36-009-06,2
market_centers_eq_districts0.241,POINT (84.68949890145319 27.970600127993578),241,16605,5,Gandaki,Western,36,012,Gorkha,12,Bungkot,360012,W-GAN-36-012-05,84.6895,27.9706,Gorkha,Bunkot,W-GAN-36-012,khabdi,5,2,2,2,2,Gorkha,1,40,2,Food and non-food,2,3,100,20,10,56,240,170,2,2,2,1,1,510,W-GAN-36-012-05,1
market_centers_eq_districts0.242,POINT (84.58619689956731 28.057500839392276),242,16623,5,Gandaki,Western,36,014,Gorkha,14,Chhoprak,360014,W-GAN-36-014-05,84.5862,28.0575,Gorkha,Chhoprak,W-GAN-36-014,Maidan,5,2,2,2,2,Gorkha,1,7,2,Food and non-food,2,3,50,10,5,55,240,170,2,2,2,1,1,510,W-GAN-36-014-05,2
market_centers_eq_districts0.243,POINT (84.74469757093618 27.873399734809936),243,16648,6,Gandaki,Western,36,017,Gorkha,17,Darbung,360017,W-GAN-36-017-06,84.7447,27.8734,Gorkha,Darbhung,W-GAN-36-017,Darbung Phant,6,2,2,2,2,Gorkha,1,3,2,Food and non-food,2,3,50,10,5,55,240,170,2,1,2,1,2,510,W-GAN-36-017-06,3
market_centers_eq_districts0.244,POINT (84.52899932855621 27.93379974396305),244,16657,6,GANDAKI,,36,018,Gorkha,18,Deurali,360018,W-GAN-36-018-06,84.529,27.9338,Gorkha,Deurali,W-GAN-36-018,Hatiya,6,2,2,2,2,Gorkha,1,4,2,Food and non-food,2,3,50,10,5,56,240,170,2,2,2,1,2,510,W-GAN-36-018-06,3
